IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
0,99,2015,July,27,1,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,87.3,1,1,Check-Out,7/8/2015
0,118,2015,July,27,1,4,10,1,0,0,BB       ,NULL,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,       NULL,       NULL,0,Transient,62,0,2,Check-Out,7/15/2015
0,95,2015,July,27,1,4,11,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,241,       NULL,0,Transient,63.86,0,0,Check-Out,7/16/2015
1,96,2015,July,27,1,2,8,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,108.3,0,2,Canceled,5/29/2015
0,69,2015,July,27,2,2,4,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,175,       NULL,0,Transient,65.5,0,0,Check-Out,7/8/2015
1,45,2015,July,27,2,1,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,241,       NULL,0,Transient,108.8,0,1,Canceled,5/19/2015
1,40,2015,July,27,2,1,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,241,       NULL,0,Transient,108.8,0,1,Canceled,6/19/2015
0,15,2015,July,27,2,1,3,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,98,0,0,Check-Out,7/6/2015
0,36,2015,July,27,2,1,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,241,       NULL,0,Transient,108.8,0,1,Check-Out,7/6/2015
1,43,2015,July,27,2,1,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,241,       NULL,0,Transient,108.8,0,0,Canceled,5/23/2015
0,70,2015,July,27,2,2,3,2,0,0,HB       ,ROU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,250,       NULL,0,Transient,137,0,1,Check-Out,7/7/2015
1,45,2015,July,27,2,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,241,       NULL,0,Transient,117.81,0,0,Canceled,5/18/2015
0,45,2015,July,27,2,2,3,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,8,       NULL,0,Contract,79.5,0,0,Check-Out,7/7/2015
0,16,2015,July,27,2,2,3,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,       NULL,       NULL,0,Transient,123,0,0,Check-Out,7/7/2015
0,70,2015,July,27,2,2,3,2,0,0,HB       ,ROU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,250,       NULL,0,Transient,137,0,1,Check-Out,7/7/2015
0,107,2015,July,27,2,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,110.7,0,2,Check-Out,7/9/2015
1,47,2015,July,27,2,2,5,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,153,0,0,Canceled,6/2/2015
0,96,2015,July,27,2,2,5,2,0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,134,       NULL,0,Transient,58.95,0,1,Check-Out,7/9/2015
0,113,2015,July,27,2,2,5,2,0,0,BB       ,NOR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,156,       NULL,0,Transient-Party,82.88,0,2,Check-Out,7/9/2015
0,90,2015,July,27,2,2,5,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,B               ,1,No Deposit     ,243,       NULL,0,Contract,82.35,0,0,Check-Out,7/9/2015
0,50,2015,July,27,2,2,5,2,0,0,HB       ,IRL,Online TA,TA/TO,0,0,0,E               ,F               ,1,No Deposit     ,241,       NULL,0,Transient,119.35,0,1,Check-Out,7/9/2015
0,113,2015,July,27,2,2,5,2,0,0,BB       ,NOR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,156,       NULL,0,Transient-Party,67.58,0,2,Check-Out,7/9/2015
0,93,2015,July,27,2,3,8,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,156,       NULL,0,Contract,56.01,0,0,Check-Out,7/13/2015
0,76,2015,July,27,2,4,10,2,0,0,BB       ,OMN,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,243,       NULL,0,Contract,110.7,0,0,Check-Out,7/16/2015
0,3,2015,July,27,2,0,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,88.2,1,0,Check-Out,7/3/2015
0,1,2015,July,27,2,0,1,2,0,0,BB       ,ARG,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,147,1,0,Check-Out,7/3/2015
0,1,2015,July,27,2,0,1,2,2,0,BB       ,ESP,Direct,Direct,0,0,0,C               ,C               ,0,No Deposit     ,       NULL,       NULL,0,Transient,107,1,2,Check-Out,7/3/2015
0,0,2015,July,27,2,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,H               ,H               ,0,No Deposit     ,       NULL,       NULL,0,Transient,147,0,0,Check-Out,7/3/2015
0,0,2015,July,27,2,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,117.9,0,2,Check-Out,7/3/2015
0,0,2015,July,27,2,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,G               ,G               ,0,No Deposit     ,       NULL,       NULL,0,Transient,123,0,0,Check-Out,7/3/2015
0,14,2015,July,27,2,0,2,2,0,0,BB       ,USA,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,242,       NULL,0,Transient,98,0,1,Check-Out,7/4/2015
0,10,2015,July,27,2,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,241,       NULL,0,Transient,117.81,0,0,Check-Out,7/4/2015
0,5,2015,July,27,2,0,2,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,135,1,2,Check-Out,7/4/2015
0,17,2015,July,27,2,0,3,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,250,       NULL,0,Transient,133,0,1,Check-Out,7/5/2015
0,93,2015,July,27,2,0,3,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,115,       NULL,0,Contract,58.95,0,0,Check-Out,7/5/2015
1,3,2015,July,27,2,0,3,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,136.33,0,2,Canceled,6/29/2015
0,10,2015,July,27,3,0,2,2,2,0,BB       ,USA,Online TA,TA/TO,0,0,0,G               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,153,1,0,Check-Out,7/5/2015
0,3,2015,July,27,3,0,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,110.5,0,0,Check-Out,7/5/2015
0,51,2015,July,27,3,0,2,2,0,0,BB       ,POL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,242,       NULL,0,Transient,97,0,0,Check-Out,7/5/2015
1,71,2015,July,27,3,0,2,3,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,242,       NULL,0,Transient,110.3,0,2,Canceled,6/16/2015
1,63,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,82,0,2,Canceled,6/18/2015
1,62,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,97,0,1,Canceled,7/3/2015
1,101,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,73.8,0,1,Canceled,6/12/2015
0,2,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,3,       NULL,0,Transient,91.5,0,0,Check-Out,7/5/2015
0,15,2015,July,27,3,0,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,114.5,0,0,Check-Out,7/5/2015
1,51,2015,July,27,3,0,2,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,242,       NULL,0,Transient,110.3,0,0,Canceled,6/9/2015
0,3,2015,July,27,3,1,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,90.9,1,0,Check-Out,7/6/2015
1,48,2015,July,27,3,1,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,123,0,0,Canceled,5/26/2015
0,2,2015,July,27,3,2,2,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,122,0,0,Check-Out,7/7/2015
0,72,2015,July,27,3,2,2,2,0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,105,       NULL,0,Transient,110.7,1,0,Check-Out,7/7/2015
0,81,2015,July,27,3,2,6,3,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,5,       NULL,0,Transient,85.86,0,0,Check-Out,7/11/2015
0,99,2015,July,27,3,2,7,2,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,40,       NULL,0,Contract,58.95,0,0,Check-Out,7/12/2015
1,368,2015,July,27,3,3,7,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,40,       NULL,0,Contract,55.68,0,0,Canceled,5/19/2015
0,364,2015,July,27,3,3,7,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,40,       NULL,0,Contract,55.68,0,0,Check-Out,7/13/2015
1,81,2015,July,27,3,3,7,2,0,0,HB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,250,       NULL,0,Transient,124,0,1,Canceled,6/9/2015
0,99,2015,July,27,3,3,7,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,115,       NULL,0,Contract,111.15,0,0,Check-Out,7/13/2015
0,324,2015,July,27,3,4,10,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,40,       NULL,0,Contract,134.73,0,0,Check-Out,7/17/2015
0,69,2015,July,27,3,4,10,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,241,       NULL,0,Transient,92.45,0,1,Check-Out,7/17/2015
1,79,2015,July,27,3,6,15,2,1,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,242,       NULL,0,Transient,108.73,0,2,Canceled,4/15/2015
0,12,2015,July,27,3,0,1,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,73.8,0,0,Check-Out,7/4/2015
0,9,2015,July,27,3,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,98,1,2,Check-Out,7/4/2015
0,1,2015,July,27,3,0,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,131,0,1,Check-Out,7/4/2015
0,21,2015,July,27,3,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,123,0,0,Check-Out,7/4/2015
0,9,2015,July,27,3,0,1,2,0,0,BB       ,USA,Online TA,TA/TO,0,0,0,C               ,C               ,0,No Deposit     ,241,       NULL,0,Transient,94.71,0,0,Check-Out,7/4/2015
0,109,2015,July,27,3,0,1,2,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,123,0,2,Check-Out,7/4/2015
1,109,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,123,0,1,Canceled,5/26/2015
1,72,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,73.8,0,1,Canceled,6/29/2015
1,63,2015,July,27,3,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,242,       NULL,0,Transient,117,0,1,Canceled,5/13/2015
0,63,2015,July,27,3,2,5,3,0,0,HB       ,ESP,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,105,       NULL,0,Transient,196.54,0,1,Check-Out,7/10/2015
0,101,2015,July,27,3,2,5,2,1,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,99.3,1,2,Check-Out,7/10/2015
0,102,2015,July,27,3,2,5,2,0,0,BB       ,DEU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,250,       NULL,0,Transient,90.95,0,0,Check-Out,7/10/2015
0,4,2015,July,27,4,2,1,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,C               ,0,No Deposit     ,250,       NULL,0,Transient,92.67,0,1,Check-Out,7/7/2015
0,98,2015,July,27,4,2,1,2,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,8,       NULL,0,Transient,71.55,1,0,Check-Out,7/7/2015
0,92,2015,July,27,4,2,4,1,2,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,241,       NULL,0,Transient,96.49,0,2,Check-Out,7/10/2015
0,95,2015,July,27,4,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,85.8,1,2,Check-Out,7/10/2015
0,102,2015,July,27,4,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,96.3,0,1,Check-Out,7/11/2015
1,26,2015,July,27,4,2,5,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,163,0,0,Canceled,6/9/2015
1,73,2015,July,27,4,2,5,3,0,0,HB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,250,       NULL,0,Transient,172,0,1,Canceled,5/20/2015
1,102,2015,July,27,4,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,110.7,0,1,Canceled,4/22/2015
0,115,2015,July,27,4,2,5,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,134,       NULL,0,Transient,58.95,0,1,Check-Out,7/11/2015
0,102,2015,July,27,4,2,5,2,0,1,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,73.8,0,2,Check-Out,7/11/2015
0,86,2015,July,27,4,2,5,2,0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,97,0,2,Check-Out,7/11/2015
0,78,2015,July,27,4,2,5,2,0,1,HB       ,PRT,Online TA,TA/TO,0,0,0,E               ,F               ,0,No Deposit     ,240,       NULL,0,Transient,139,0,2,Check-Out,7/11/2015
0,52,2015,July,27,4,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,147,       NULL,0,Transient,67.24,0,0,Check-Out,7/11/2015
0,29,2015,July,27,4,2,6,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,241,       NULL,0,Transient,116.5,0,1,Check-Out,7/12/2015
1,101,2015,July,27,4,2,6,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,96.3,0,1,Canceled,5/12/2015
0,109,2015,July,27,4,2,6,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,123,0,1,Check-Out,7/12/2015
0,92,2015,July,27,4,4,6,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,40,       NULL,0,Contract,71.55,0,1,Check-Out,7/14/2015
0,92,2015,July,27,4,4,6,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,40,       NULL,0,Contract,71.55,0,1,Check-Out,7/14/2015
0,79,2015,July,27,4,4,6,2,1,0,HB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,250,       NULL,0,Transient,149,0,1,Check-Out,7/14/2015
0,2,2015,July,27,4,0,1,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,G               ,1,No Deposit     ,240,       NULL,0,Transient,163,1,0,Check-Out,7/5/2015
0,30,2015,July,27,4,0,1,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,C               ,0,No Deposit     ,8,       NULL,0,Contract,79.5,0,0,Check-Out,7/5/2015
1,51,2015,July,27,4,0,1,1,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,105,0,0,Canceled,5/29/2015
1,36,2015,July,27,4,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,G               ,1,No Deposit     ,250,       NULL,0,Transient,123,0,0,No-Show,7/4/2015
1,73,2015,July,27,4,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,73.8,0,2,Canceled,5/13/2015
1,33,2015,July,27,4,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,113,0,0,Canceled,6/16/2015
0,32,2015,July,27,4,0,1,4,0,0,FB       ,PRT,Complementary,Direct,0,0,0,H               ,H               ,2,No Deposit     ,       NULL,       NULL,0,Transient,0,0,1,Check-Out,7/5/2015
0,8,2015,July,27,4,0,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,123,0,0,Check-Out,7/5/2015
0,100,2015,July,27,4,1,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient-Party,73.8,1,1,Check-Out,7/6/2015
0,1,2015,July,27,4,1,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,114.5,0,0,Check-Out,7/6/2015
0,100,2015,July,27,4,1,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient-Party,73.8,0,2,Check-Out,7/6/2015
0,100,2015,July,27,4,1,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient-Party,73.8,0,1,Check-Out,7/6/2015
0,9,2015,July,28,5,1,0,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,88.2,0,1,Check-Out,7/6/2015
1,5,2015,July,28,5,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,97,0,0,Canceled,7/1/2015
0,0,2015,July,28,5,1,0,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,1,No Deposit     ,306,       NULL,0,Transient,85.1,0,0,Check-Out,7/6/2015
